State,Kills
NM,24.369394143413406
AK,20.229155877783533
OK,19.863658901249347
AZ,16.98953502234268
WV,14.746612238923518
NV,14.38468483155534
WY,13.691831111263242
CO,13.355180483533333
LA,12.184134333287375
SD,11.588962671951233
CA,10.81380873386954
MT,10.568153541820586
MO,10.513859978055602
AL,10.278031017042003
ID,10.10143024368215
